hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,282,2015,October,41,10,2,1,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,21,NULL,0,Transient-Party,76.67,0,0,Check-Out,13-10-2015
City Hotel,0,224,2015,October,40,2,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,NULL,0,Transient-Party,65,0,0,Check-Out,########
Resort Hotel,0,21,2015,October,41,7,0,2,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,47,0,1,Check-Out,########
City Hotel,0,260,2015,July,27,4,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,8/7/2015
City Hotel,1,100,2015,October,44,31,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Canceled,########
Resort Hotel,0,1,2015,October,41,6,0,3,0,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,I,1,No Deposit,NULL,174,0,Transient-Party,0,0,0,Check-Out,########
Resort Hotel,1,23,2015,August,34,19,2,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,241,0,0,Canceled,3/8/2015
City Hotel,1,273,2015,July,29,17,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,364,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,72,2015,September,37,11,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,126,0,0,Canceled,25-08-2015
City Hotel,0,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,20-09-2015
City Hotel,0,2,2015,December,50,11,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94,1,0,Check-Out,########
City Hotel,0,98,2015,November,48,23,1,2,2,0,0,BB,SGP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37,NULL,0,Transient-Party,75,0,0,Check-Out,26-11-2015
Resort Hotel,1,17,2015,July,28,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,105.08,0,0,Canceled,23-06-2015
City Hotel,1,18,2015,August,36,30,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,1,Canceled,19-08-2015
City Hotel,0,19,2015,September,40,28,1,4,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,146.8,1,2,Check-Out,########
City Hotel,0,28,2015,August,32,3,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,0,0,0,Check-Out,7/8/2015
Resort Hotel,0,258,2015,September,38,17,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,NULL,0,Transient-Party,78.3,0,1,Check-Out,19-09-2015
City Hotel,1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,25-07-2015
Resort Hotel,0,138,2015,September,39,24,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,55.6,0,0,Check-Out,########
Resort Hotel,0,122,2015,October,43,22,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,55,0,2,Check-Out,26-10-2015
Resort Hotel,0,154,2015,October,44,30,1,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,36,0,0,Check-Out,########
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,########
Resort Hotel,0,0,2015,December,50,6,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,68,0,1,Check-Out,########
City Hotel,1,336,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,32,2015,October,43,19,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,96.3,0,0,Canceled,22-09-2015
Resort Hotel,0,289,2015,November,47,20,1,2,2,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,57,0,0,Check-Out,23-11-2015
City Hotel,0,29,2015,October,42,17,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,11,NULL,0,Transient,95.04,0,0,Check-Out,21-10-2015
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,21-08-2015
City Hotel,0,48,2015,October,40,2,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,73.51,0,0,Check-Out,########
City Hotel,0,69,2015,September,37,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,########
City Hotel,0,69,2015,October,44,25,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,0,Check-Out,28-10-2015
City Hotel,0,22,2015,September,38,19,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,124,0,0,Check-Out,21-09-2015
City Hotel,1,358,2015,October,41,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,23-07-2015
Resort Hotel,1,33,2015,August,34,19,0,4,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181,NULL,0,Transient,186.25,0,0,Canceled,22-07-2015
City Hotel,1,25,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,153,0,2,Check-Out,26-07-2015
City Hotel,1,323,2015,September,36,5,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,6/7/2015
City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,140,0,0,Canceled,3/7/2015
City Hotel,1,5,2015,September,37,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124,0,1,No-Show,########
City Hotel,0,19,2015,October,43,21,0,1,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,6,NULL,0,Transient,174.25,0,0,Check-Out,22-10-2015
Resort Hotel,1,148,2015,October,43,24,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,47,0,0,Canceled,26-06-2015
City Hotel,0,102,2015,October,42,16,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,18-10-2015
Resort Hotel,0,6,2015,December,49,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,12,0,Transient,35,0,0,Check-Out,########
City Hotel,0,4,2015,November,48,23,1,2,1,0,0,BB,NULL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,70,0,0,Check-Out,26-11-2015
City Hotel,1,33,2015,October,43,21,0,4,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6,NULL,0,Transient,17.6,0,1,Canceled,28-09-2015
City Hotel,0,14,2015,October,42,15,0,2,1,0,0,BB,IRQ,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99,NULL,0,Transient-Party,100,0,0,Check-Out,17-10-2015
City Hotel,1,283,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,104,2015,August,36,30,2,1,2,0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,90,0,0,Canceled,22-07-2015
Resort Hotel,0,283,2015,October,42,12,2,5,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,273,NULL,0,Transient-Party,43.41,0,0,Check-Out,19-10-2015
City Hotel,1,105,2015,October,42,12,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,0,Transient,110,0,0,Canceled,18-08-2015
Resort Hotel,0,24,2015,November,47,21,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,342,0,Transient-Party,32,0,0,Check-Out,22-11-2015
Resort Hotel,0,7,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,131,1,2,Check-Out,########
Resort Hotel,1,55,2015,September,37,7,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,131,0,1,Canceled,21-07-2015
Resort Hotel,0,1,2015,December,52,22,0,1,2,0,0,BB,NULL,Corporate,Corporate,0,0,9,D,D,0,No Deposit,NULL,204,0,Transient,50,0,2,Check-Out,23-12-2015
Resort Hotel,0,22,2015,July,29,16,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,160,0,0,Check-Out,23-07-2015
Resort Hotel,0,27,2015,November,45,6,2,7,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,334,281,0,Transient-Party,40,0,0,Check-Out,15-11-2015
Resort Hotel,0,52,2015,October,43,19,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,177,NULL,0,Transient,64.88,0,0,Check-Out,26-10-2015
Resort Hotel,1,265,2015,September,39,24,1,3,2,0,0,HB,BEL,Groups,Corporate,0,14,0,A,A,0,Non Refund,183,NULL,0,Transient,89.2,0,0,Canceled,2/4/2015
Resort Hotel,0,112,2015,December,53,30,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient-Party,245.33,0,0,Check-Out,2/1/2016
Resort Hotel,0,34,2015,September,39,22,2,6,2,0,0,HB,CHE,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,117.2,0,1,Check-Out,30-09-2015
City Hotel,0,0,2015,August,32,7,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98,0,0,Check-Out,8/8/2015
City Hotel,0,8,2015,September,36,1,0,3,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,13,NULL,0,Contract,134.75,0,2,Check-Out,4/9/2015
City Hotel,1,0,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Canceled,14-08-2015
Resort Hotel,1,36,2015,November,47,20,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,64,0,0,Canceled,17-11-2015
Resort Hotel,0,0,2015,November,45,7,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,49,0,0,Check-Out,########
City Hotel,1,79,2015,November,46,13,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60,NULL,69,Transient,75,0,0,Canceled,########
Resort Hotel,0,28,2015,July,31,27,1,3,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,142,NULL,0,Transient,133.2,0,0,Check-Out,31-07-2015
Resort Hotel,1,80,2015,September,40,28,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,55.44,0,1,Canceled,13-07-2015
Resort Hotel,1,35,2015,August,35,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,172,0,2,Canceled,13-08-2015
City Hotel,1,102,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,0,257,2015,July,27,1,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,101.5,0,0,Check-Out,3/7/2015
City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,1,Check-Out,31-10-2015
City Hotel,1,265,2015,July,28,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
Resort Hotel,1,72,2015,October,43,18,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,45,0,2,Canceled,7/9/2015
City Hotel,1,76,2015,September,38,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,16-09-2015
Resort Hotel,0,35,2015,September,38,19,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,104,0,1,Check-Out,26-09-2015
City Hotel,1,326,2015,September,37,8,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,28-05-2015
City Hotel,0,1,2015,December,52,23,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,86.25,1,0,Check-Out,26-12-2015
City Hotel,1,12,2015,July,29,18,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,18-07-2015
City Hotel,1,39,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
City Hotel,1,337,2015,September,38,19,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,6/7/2015
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,75,0,0,Check-Out,8/9/2015
Resort Hotel,0,55,2015,July,31,28,0,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,142,NULL,0,Contract,118,1,0,Check-Out,1/8/2015
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
City Hotel,0,25,2015,October,41,4,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,84,0,2,Check-Out,########
Resort Hotel,0,57,2015,July,29,18,2,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient-Party,135,0,1,Check-Out,26-07-2015
City Hotel,1,79,2015,November,46,13,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60,NULL,69,Transient,75,0,0,Canceled,########
City Hotel,0,34,2015,August,32,5,0,2,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,7/8/2015
City Hotel,1,335,2015,September,38,17,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5,NULL,0,Transient,85,0,0,Canceled,14-05-2015
City Hotel,1,25,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
City Hotel,0,7,2015,December,53,31,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,117,0,0,Check-Out,6/1/2016
Resort Hotel,0,2,2015,October,44,29,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,E,1,No Deposit,NULL,NULL,0,Transient,42,1,0,Check-Out,########
City Hotel,1,260,2015,July,27,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,16-06-2015
City Hotel,0,61,2015,October,41,4,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,0,Transient-Party,91,0,0,Check-Out,########
Resort Hotel,0,6,2015,October,42,11,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36,NULL,0,Transient,52.8,0,0,Check-Out,14-10-2015
City Hotel,1,105,2015,October,42,12,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,0,Transient,110,0,0,Canceled,18-08-2015
Resort Hotel,0,37,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient-Party,172,0,0,Check-Out,17-08-2015
Resort Hotel,1,222,2015,September,38,15,1,5,2,0,0,FB,PRT,Groups,Corporate,0,25,0,A,A,0,Non Refund,252,NULL,0,Transient,49.95,0,0,Canceled,3/3/2015
Resort Hotel,1,247,2015,October,41,9,1,2,1,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,19,0,0,Canceled,2/9/2015
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,22-10-2015
City Hotel,1,294,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
City Hotel,1,329,2015,September,37,11,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5,NULL,0,Transient,90,0,0,Canceled,20-02-2015
Resort Hotel,0,93,2015,December,52,26,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,48.42,0,1,Check-Out,31-12-2015
City Hotel,0,80,2015,October,41,9,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12,NULL,50,Transient-Party,108,0,0,Check-Out,########
Resort Hotel,0,152,2015,July,27,2,2,5,1,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,60.35,0,2,Check-Out,9/7/2015
City Hotel,1,332,2015,September,38,14,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,311,2015,August,35,24,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
City Hotel,0,0,2015,September,37,7,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,########
City Hotel,1,314,2015,August,35,27,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
City Hotel,1,53,2015,August,35,24,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,19-08-2015
City Hotel,1,2,2015,August,36,30,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,65,0,1,Canceled,28-08-2015
City Hotel,0,63,2015,September,36,2,0,3,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1,NULL,0,Transient,60,0,1,Check-Out,5/9/2015
City Hotel,1,98,2015,November,48,23,1,2,1,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,84,0,0,Canceled,14-09-2015
City Hotel,0,20,2015,July,30,22,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,24-07-2015
City Hotel,1,25,2015,September,36,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,105,0,1,Canceled,1/9/2015
City Hotel,1,281,2015,July,30,25,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,1/1/2015
Resort Hotel,0,7,2015,September,38,18,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,120,1,1,Check-Out,20-09-2015
Resort Hotel,0,0,2015,October,40,1,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,A,G,0,No Deposit,NULL,NULL,0,Transient,116,1,0,Check-Out,########
Resort Hotel,0,57,2015,November,48,26,0,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,36,0,1,Check-Out,29-11-2015
City Hotel,0,3,2015,October,43,22,0,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,87.78,0,0,Check-Out,23-10-2015
Resort Hotel,1,95,2015,September,38,16,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,89,0,0,Canceled,31-07-2015
Resort Hotel,0,227,2015,September,38,17,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,NULL,0,Contract,36.13,0,0,Check-Out,########
City Hotel,0,273,2015,July,29,17,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,19-07-2015
Resort Hotel,0,1,2015,August,36,30,2,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,147.6,0,3,Check-Out,1/9/2015
City Hotel,1,265,2015,July,28,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
Resort Hotel,0,21,2015,October,44,26,1,1,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,77.4,0,2,Check-Out,28-10-2015
Resort Hotel,0,26,2015,July,30,20,3,5,2,0,0,HB,ESP,Direct,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,194,0,0,Check-Out,28-07-2015
Resort Hotel,0,113,2015,July,28,8,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,77.96,1,1,Check-Out,14-07-2015
Resort Hotel,1,214,2015,October,40,3,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208,NULL,0,Transient,34,0,0,Canceled,9/6/2015
Resort Hotel,0,99,2015,September,36,1,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,120.71,0,0,Check-Out,8/9/2015
Resort Hotel,0,91,2015,July,31,29,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Contract,107,0,0,Check-Out,5/8/2015
City Hotel,0,53,2015,August,35,24,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,26-08-2015
City Hotel,1,297,2015,August,33,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,9,2015,September,37,11,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,128.5,0,2,Check-Out,13-09-2015
City Hotel,0,58,2015,December,52,23,0,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,NULL,0,Transient,58.3,0,0,Check-Out,27-12-2015
City Hotel,0,76,2015,September,38,16,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1,NULL,0,Transient-Party,0,0,0,Check-Out,18-09-2015
Resort Hotel,0,19,2015,September,38,14,1,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Transient,120.08,0,2,Check-Out,19-09-2015
City Hotel,1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,25-07-2015
City Hotel,0,15,2015,September,38,17,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Contract,115,0,3,Check-Out,18-09-2015
