hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,338,2017,July,28,11,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.1,0,2,Canceled,27-09-2016
Resort Hotel,0,46,2017,March,11,18,1,1,2,0,0,BB,FRA,Direct,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,60,0,0,Check-Out,20-03-2017
Resort Hotel,0,70,2017,February,8,22,0,4,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,405,0,Transient-Party,42,0,0,Check-Out,26-02-2017
City Hotel,0,2,2017,January,2,10,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,108.59,0,3,Check-Out,14-01-2017
City Hotel,0,189,2017,April,14,6,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,88.4,0,0,Check-Out,########
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0,Canceled,25-11-2016
City Hotel,0,159,2017,April,16,20,0,2,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient-Party,114,0,0,Check-Out,22-04-2017
Resort Hotel,0,91,2017,May,20,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,40.95,0,0,Check-Out,25-05-2017
City Hotel,0,14,2017,March,12,25,2,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,85,NULL,0,Transient,63.75,0,0,Check-Out,29-03-2017
City Hotel,1,181,2017,April,15,15,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Canceled,27-01-2017
City Hotel,0,5,2017,June,23,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,16,A,A,0,No Deposit,NULL,40,0,Transient,65,0,1,Check-Out,6/6/2017
City Hotel,1,9,2017,May,20,18,0,3,1,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Canceled,########
City Hotel,0,2,2017,March,10,5,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,82.08,0,0,Check-Out,6/3/2017
Resort Hotel,0,21,2017,June,23,8,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,140,0,2,Check-Out,13-06-2017
Resort Hotel,1,212,2017,July,28,14,3,7,2,2,0,HB,SEN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,289.6,0,0,Canceled,14-06-2017
Resort Hotel,0,4,2017,May,21,22,1,0,2,1,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,75,0,1,Check-Out,23-05-2017
Resort Hotel,1,34,2017,February,8,24,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,1,Canceled,23-01-2017
Resort Hotel,0,24,2017,August,31,5,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,264,1,4,Check-Out,9/8/2017
City Hotel,0,120,2017,August,31,4,2,4,2,0,0,BB,LUX,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,135,0,0,Check-Out,########
City Hotel,0,96,2017,April,15,13,0,2,2,1,0,BB,URY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,144,0,2,Check-Out,15-04-2017
Resort Hotel,1,27,2017,January,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient-Party,55,0,0,Canceled,14-01-2017
Resort Hotel,0,19,2017,July,30,29,0,1,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,184.5,0,3,Check-Out,30-07-2017
City Hotel,1,56,2017,February,5,1,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,60,0,0,Canceled,########
City Hotel,0,35,2017,May,19,10,0,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,39,NULL,0,Transient-Party,130,0,0,Check-Out,########
City Hotel,1,157,2017,May,18,1,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,130,0,0,Canceled,25-11-2016
City Hotel,1,78,2017,January,4,25,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,365,0,Transient-Party,85,0,0,Canceled,24-01-2017
City Hotel,0,294,2017,July,26,1,2,5,2,0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,1,Check-Out,8/7/2017
Resort Hotel,0,2,2017,July,26,1,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,B,1,No Deposit,NULL,NULL,0,Transient,150,0,2,Check-Out,2/7/2017
City Hotel,1,68,2017,May,20,14,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,NULL,169,0,Transient-Party,110,0,0,Canceled,########
Resort Hotel,0,289,2017,May,21,21,2,5,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,40.95,0,2,Check-Out,28-05-2017
City Hotel,1,60,2017,July,30,29,2,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119.33,0,1,Canceled,30-05-2017
City Hotel,0,13,2017,July,31,30,1,0,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,118,0,1,Check-Out,31-07-2017
City Hotel,0,147,2017,May,22,29,1,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,135.7,0,3,Check-Out,3/6/2017
City Hotel,0,4,2017,June,23,10,1,1,1,0,0,BB,BEL,Aviation,Corporate,0,0,0,D,D,1,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,########
Resort Hotel,0,7,2017,April,13,1,0,1,3,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250,NULL,0,Transient,116,0,0,Check-Out,2/4/2017
Resort Hotel,1,289,2017,June,25,20,2,8,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,77.61,0,1,Canceled,8/9/2016
City Hotel,0,215,2017,May,19,12,1,2,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119.1,0,1,Check-Out,15-05-2017
City Hotel,0,0,2017,February,6,9,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,88,0,1,Check-Out,########
City Hotel,0,82,2017,March,9,3,0,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,1,Check-Out,5/3/2017
City Hotel,0,6,2017,June,23,4,1,0,1,0,0,SC,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,394,NULL,0,Transient,0,0,1,Check-Out,5/6/2017
City Hotel,0,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
Resort Hotel,0,22,2017,April,15,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,127,0,1,Check-Out,16-04-2017
City Hotel,0,34,2017,February,7,12,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,95.69,0,0,Check-Out,19-02-2017
City Hotel,0,117,2017,May,19,8,1,0,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,9/5/2017
City Hotel,0,0,2017,February,9,26,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient,58.31,0,0,Check-Out,28-02-2017
Resort Hotel,0,103,2017,June,24,11,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,164,1,1,Check-Out,15-06-2017
City Hotel,0,10,2017,February,6,8,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,79,0,0,Check-Out,########
Resort Hotel,0,147,2017,July,31,30,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,234,0,2,Check-Out,5/8/2017
City Hotel,0,0,2017,May,22,29,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87,NULL,0,Transient-Party,130,0,0,Check-Out,30-05-2017
City Hotel,1,405,2017,July,27,4,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,80,0,0,Canceled,28-06-2017
City Hotel,0,160,2017,May,18,3,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,118.13,0,0,Check-Out,7/5/2017
City Hotel,0,83,2017,April,15,9,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,162,0,1,Check-Out,13-04-2017
City Hotel,0,48,2017,July,27,3,1,0,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,118,0,1,Check-Out,4/7/2017
City Hotel,1,15,2017,May,18,3,0,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1,Canceled,21-04-2017
City Hotel,0,0,2017,May,19,10,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,150,0,0,Check-Out,########
City Hotel,1,87,2017,April,15,15,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,95,0,0,Canceled,18-01-2017
City Hotel,0,19,2017,July,28,10,1,2,2,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,439,0,Transient,114,0,0,Check-Out,13-07-2017
Resort Hotel,1,136,2017,August,34,21,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15,NULL,0,Transient,206.51,0,3,Canceled,########
Resort Hotel,0,154,2017,July,27,6,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,134.85,0,1,Check-Out,20-07-2017
Resort Hotel,0,1,2017,June,26,29,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468,NULL,0,Transient,153.07,0,0,Check-Out,2/7/2017
Resort Hotel,1,255,2017,July,31,30,2,4,2,0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,183.6,0,0,Canceled,4/2/2017
City Hotel,1,38,2017,January,2,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,NULL,67,0,Transient,75,0,0,Canceled,########
City Hotel,1,224,2017,February,8,23,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,122.4,0,2,Canceled,7/2/2017
City Hotel,0,31,2017,April,14,7,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,159,0,0,Check-Out,9/4/2017
City Hotel,1,170,2017,May,19,8,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Canceled,########
City Hotel,0,44,2017,June,24,17,2,6,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,100.7,0,1,Check-Out,25-06-2017
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,NULL,0,Transient,30,0,0,Canceled,########
City Hotel,1,97,2017,August,33,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145,0,1,Canceled,13-05-2017
Resort Hotel,0,189,2017,August,32,12,4,8,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,NULL,NULL,0,Transient,172,1,1,Check-Out,24-08-2017
Resort Hotel,1,122,2017,August,34,21,1,4,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240,NULL,0,Transient,295.5,0,1,Canceled,21-04-2017
Resort Hotel,0,67,2017,August,32,11,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,135,0,0,Check-Out,21-08-2017
City Hotel,1,111,2017,April,17,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,NULL,0,Transient,120,0,0,Canceled,6/1/2017
City Hotel,0,170,2017,March,11,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,102.6,0,1,Check-Out,18-03-2017
City Hotel,1,62,2017,April,14,6,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,135,0,0,Canceled,3/2/2017
Resort Hotel,0,41,2017,August,33,18,1,2,2,0,0,HB,PRT,Direct,TA/TO,1,0,4,F,F,0,No Deposit,250,NULL,0,Transient,331,1,2,Check-Out,21-08-2017
City Hotel,1,83,2017,April,14,5,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Canceled,########
City Hotel,1,152,2017,May,18,3,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286,NULL,0,Transient,100,0,0,Canceled,########
City Hotel,1,165,2017,April,17,29,2,5,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Canceled,9/4/2017
City Hotel,1,220,2017,July,26,1,2,2,2,2,0,BB,BEL,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,189,0,0,Canceled,24-11-2016
City Hotel,0,126,2017,January,5,31,0,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,119,0,2,Check-Out,4/2/2017
City Hotel,0,112,2017,April,16,21,1,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,198,0,0,Check-Out,24-04-2017
City Hotel,1,8,2017,June,24,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,1,Canceled,8/6/2017
Resort Hotel,0,2,2017,March,11,18,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,34,0,1,Check-Out,19-03-2017
City Hotel,0,12,2017,July,28,12,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,13-07-2017
Resort Hotel,0,146,2017,March,11,16,4,12,2,0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,4,No Deposit,440,NULL,0,Transient-Party,63,0,0,Check-Out,1/4/2017
City Hotel,0,203,2017,May,20,19,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,101.38,0,1,Check-Out,23-05-2017
City Hotel,0,112,2017,June,26,25,2,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,NULL,0,Transient,135,0,1,Check-Out,30-06-2017
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0,Canceled,25-11-2016
Resort Hotel,1,271,2017,June,24,12,3,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,137.7,0,1,Canceled,31-03-2017
City Hotel,0,39,2017,August,34,20,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,310,NULL,0,Transient,140,0,0,Check-Out,22-08-2017
City Hotel,0,423,2017,July,29,22,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1,Check-Out,24-07-2017
City Hotel,1,73,2017,April,14,3,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,105,0,0,Canceled,20-01-2017
City Hotel,0,34,2017,July,27,3,1,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,103.2,0,1,Check-Out,4/7/2017
City Hotel,1,22,2017,March,10,8,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,0,Canceled,21-02-2017
City Hotel,0,59,2017,April,17,26,0,1,2,0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,130.5,0,2,Check-Out,27-04-2017
Resort Hotel,1,17,2017,January,4,28,0,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,NULL,504,0,Transient-Party,32,0,0,Canceled,28-01-2017
City Hotel,0,135,2017,May,22,29,1,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,133.06,0,1,Check-Out,1/6/2017
Resort Hotel,0,32,2017,February,8,25,1,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,69,1,1,Check-Out,27-02-2017
City Hotel,0,89,2017,July,28,9,2,0,2,0,0,SC,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,71.1,0,1,Check-Out,########
City Hotel,1,70,2017,February,7,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95.4,0,2,Canceled,19-01-2017
City Hotel,0,196,2017,June,24,15,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,139.5,0,1,Check-Out,18-06-2017
Resort Hotel,0,31,2017,July,30,26,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,171,0,1,Check-Out,1/8/2017
Resort Hotel,1,129,2017,August,33,19,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181,NULL,0,Transient-Party,247.2,0,0,Canceled,9/8/2017
City Hotel,0,4,2017,January,2,10,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,405,0,Transient-Party,70,0,0,Check-Out,########
City Hotel,0,34,2017,April,15,15,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,1,Check-Out,17-04-2017
City Hotel,0,0,2017,February,8,20,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,21-02-2017
Resort Hotel,0,9,2017,March,10,10,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient-Party,65,0,2,Check-Out,########
City Hotel,0,36,2017,January,3,18,0,3,2,0,0,BB,CYP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,75,0,1,Check-Out,21-01-2017
Resort Hotel,1,211,2017,April,17,24,3,6,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,54,0,2,Canceled,########
City Hotel,0,116,2017,July,31,31,1,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.1,0,1,Check-Out,2/8/2017
City Hotel,1,23,2017,January,3,20,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.75,0,2,Canceled,1/1/2017
Resort Hotel,1,177,2017,August,32,6,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,NULL,0,Transient,156.96,0,0,Canceled,27-07-2017
City Hotel,0,141,2017,August,33,17,0,3,2,0,0,SC,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,71.1,0,1,Check-Out,20-08-2017
City Hotel,1,129,2017,April,15,14,1,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,172.5,0,1,Canceled,9/2/2017
Resort Hotel,0,10,2017,February,9,26,2,4,2,0,0,BB,PRT,Direct,Direct,1,0,2,F,F,0,No Deposit,250,NULL,0,Transient,72.83,0,2,Check-Out,4/3/2017
City Hotel,0,153,2017,July,27,8,1,1,2,1,0,BB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,154,0,2,Check-Out,########
Resort Hotel,0,118,2017,May,21,26,2,7,2,0,0,BB,FIN,Direct,Direct,0,0,0,D,D,2,No Deposit,250,NULL,0,Transient,99.28,0,0,Check-Out,4/6/2017
City Hotel,0,11,2017,July,29,21,2,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159,NULL,0,Transient,139,0,1,Check-Out,25-07-2017
City Hotel,0,194,2017,July,28,12,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0,Check-Out,18-07-2017
Resort Hotel,1,124,2017,May,19,13,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115,0,1,Canceled,2/5/2017
Resort Hotel,1,70,2017,February,8,22,0,4,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,405,0,Transient-Party,42,0,0,Canceled,1/2/2017
City Hotel,1,158,2017,June,26,29,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,154.93,0,0,Canceled,16-05-2017
Resort Hotel,0,5,2017,July,28,14,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,240,NULL,0,Transient,284,1,1,Check-Out,16-07-2017
City Hotel,0,317,2017,June,25,18,1,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,113.4,1,2,Check-Out,19-06-2017
City Hotel,1,518,2017,August,34,26,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,########
City Hotel,1,220,2017,January,3,20,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117.3,0,3,Canceled,8/1/2017
City Hotel,0,58,2017,January,3,15,3,5,2,0,0,BB,CYP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,75,0,0,Check-Out,23-01-2017
City Hotel,1,92,2017,March,11,15,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,85,0,0,Canceled,13-12-2016
City Hotel,1,115,2017,June,23,7,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,130.67,0,0,Canceled,25-02-2017
City Hotel,0,14,2017,May,20,14,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,150,0,0,Check-Out,17-05-2017
Resort Hotel,0,273,2017,June,25,20,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,NULL,0,Transient,56.7,0,0,Check-Out,27-06-2017
City Hotel,0,25,2017,March,10,11,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,28,NULL,0,Contract,68,0,0,Check-Out,13-03-2017
City Hotel,0,78,2017,April,17,25,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,1,Check-Out,29-04-2017
Resort Hotel,0,252,2017,April,16,22,2,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,5,No Deposit,273,NULL,0,Transient-Party,65.1,0,0,Check-Out,29-04-2017
Resort Hotel,1,313,2017,May,21,27,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250,NULL,0,Transient,86.91,0,0,Canceled,13-10-2016
Resort Hotel,0,19,2017,February,7,15,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,82.15,1,2,Check-Out,22-02-2017
Resort Hotel,0,125,2017,April,14,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,40.95,0,1,Check-Out,########
Resort Hotel,0,5,2017,February,6,10,0,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250,NULL,0,Transient,80,0,1,Check-Out,########
City Hotel,1,52,2017,March,11,13,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56,NULL,0,Transient,80,0,0,Canceled,20-01-2017
Resort Hotel,1,173,2017,July,30,26,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,115.2,0,0,Canceled,16-07-2017
City Hotel,0,405,2017,July,27,4,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0,Check-Out,6/7/2017
Resort Hotel,0,203,2017,May,21,25,0,3,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,223,0,Transient-Party,55,0,0,Check-Out,28-05-2017
