hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,189,2016,October,44,28,1,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,109.8,0,0,Canceled,26-09-2016
City Hotel,1,21,2016,May,19,3,0,3,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156,0,0,Canceled,22-04-2016
City Hotel,0,12,2016,May,21,16,1,0,1,0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,245,0,Transient,93,0,0,Check-Out,17-05-2016
City Hotel,0,3,2016,September,39,18,2,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,306,NULL,0,Transient,135.15,0,0,Check-Out,21-09-2016
City Hotel,0,38,2016,October,42,15,2,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,157.33,0,0,Check-Out,18-10-2016
Resort Hotel,0,18,2016,December,49,2,0,2,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,253,NULL,0,Transient-Party,51.8,0,1,Check-Out,########
City Hotel,1,275,2016,April,17,17,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,110,0,0,Canceled,4/8/2015
City Hotel,0,57,2016,June,24,10,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient-Party,90.67,0,1,Check-Out,13-06-2016
City Hotel,0,49,2016,June,27,27,1,4,2,0,0,BB,AUT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,103.5,0,0,Check-Out,2/7/2016
City Hotel,1,111,2016,October,42,10,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234,NULL,0,Transient-Party,120,0,0,Canceled,15-09-2016
City Hotel,0,220,2016,June,23,4,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,73.33,0,1,Check-Out,7/6/2016
City Hotel,0,34,2016,May,19,5,0,3,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,81.67,0,0,Check-Out,8/5/2016
Resort Hotel,0,214,2016,September,38,17,0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,136,0,1,Check-Out,18-09-2016
Resort Hotel,1,12,2016,March,11,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,82,0,Transient,30,0,0,Canceled,29-02-2016
City Hotel,1,72,2016,April,17,18,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85.5,0,1,Canceled,########
Resort Hotel,1,86,2016,February,7,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,NULL,NULL,0,Transient,50,0,0,Canceled,########
Resort Hotel,0,80,2016,November,45,3,4,10,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,82.8,0,1,Check-Out,17-11-2016
City Hotel,0,15,2016,February,8,18,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient-Party,86,0,0,Check-Out,21-02-2016
City Hotel,1,298,2016,May,20,10,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,207,Transient-Party,75,0,0,Canceled,4/5/2016
Resort Hotel,0,61,2016,March,12,19,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,2,Check-Out,23-03-2016
City Hotel,1,489,2016,November,46,10,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,21-10-2015
Resort Hotel,1,212,2016,April,16,11,2,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,Non Refund,273,NULL,0,Transient,76.05,0,0,Canceled,16-10-2015
City Hotel,1,91,2016,May,20,13,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,140.4,0,0,Canceled,22-02-2016
City Hotel,0,12,2016,November,45,1,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93.5,0,1,Check-Out,########
City Hotel,0,25,2016,September,40,25,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155,NULL,0,Transient,145,0,2,Check-Out,27-09-2016
City Hotel,0,119,2016,March,12,18,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28,NULL,0,Transient,55,0,0,Check-Out,21-03-2016
City Hotel,0,4,2016,August,33,8,1,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,168,1,2,Check-Out,########
City Hotel,0,56,2016,May,23,30,1,1,1,0,0,BB,CHE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,120,0,0,Check-Out,1/6/2016
City Hotel,1,161,2016,March,13,25,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,101,Transient,130,0,0,Canceled,########
City Hotel,1,41,2016,December,53,27,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,69.29,0,0,Canceled,########
City Hotel,1,31,2016,April,16,14,0,1,2,0,0,SC,PHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,28-03-2016
Resort Hotel,1,386,2016,October,43,20,1,3,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,49,0,0,Canceled,14-09-2016
City Hotel,1,6,2016,December,53,30,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,138,0,0,Canceled,25-12-2016
City Hotel,0,107,2016,May,19,7,2,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,85,NULL,0,Transient,90.95,0,0,Check-Out,########
City Hotel,1,16,2016,February,9,26,1,2,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,106,0,1,Canceled,25-02-2016
City Hotel,0,38,2016,March,10,3,0,3,2,0,0,BB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,87.71,0,1,Check-Out,6/3/2016
City Hotel,1,137,2016,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,NULL,45,Transient,70,0,0,Canceled,27-10-2015
Resort Hotel,0,169,2016,August,32,5,4,10,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,71,NULL,0,Transient,142,0,0,Check-Out,19-08-2016
City Hotel,0,21,2016,September,39,23,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,84,0,1,Check-Out,26-09-2016
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,315,NULL,0,Transient-Party,48,0,0,Check-Out,########
City Hotel,0,186,2016,August,35,26,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,Non Refund,9,NULL,0,Transient-Party,83.83,0,0,Check-Out,30-08-2016
City Hotel,0,6,2016,December,49,1,0,1,1,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,0,Check-Out,########
City Hotel,1,278,2016,August,33,11,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,65,0,0,Canceled,18-12-2015
City Hotel,0,1,2016,November,48,25,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9,NULL,0,Transient,181,0,2,Check-Out,26-11-2016
Resort Hotel,1,111,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38,NULL,0,Transient,70,0,0,Canceled,26-01-2016
City Hotel,1,246,2016,December,53,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,58.36,0,1,Canceled,22-12-2016
City Hotel,0,173,2016,October,44,25,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,104.4,0,2,Check-Out,28-10-2016
City Hotel,0,74,2016,March,13,20,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,82.45,0,1,Check-Out,24-03-2016
City Hotel,0,62,2016,April,15,7,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,103.5,1,0,Check-Out,9/4/2016
Resort Hotel,1,149,2016,August,32,5,2,7,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,248.89,0,0,Canceled,########
City Hotel,0,23,2016,March,10,5,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,65.75,0,0,Check-Out,########
Resort Hotel,1,0,2016,June,26,22,0,4,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,8,0,0,Canceled,22-06-2016
City Hotel,1,9,2016,April,16,11,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,95,0,0,Canceled,2/4/2016
Resort Hotel,0,213,2016,May,22,28,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,46.93,0,1,Check-Out,2/6/2016
City Hotel,0,1,2016,February,8,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,NULL,40,0,Transient,66,0,1,Check-Out,18-02-2016
City Hotel,1,19,2016,April,16,14,1,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.5,0,0,Canceled,4/4/2016
City Hotel,0,185,2016,October,42,10,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,2,Check-Out,14-10-2016
Resort Hotel,0,143,2016,April,18,29,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,52.2,0,3,Check-Out,6/5/2016
City Hotel,0,25,2016,May,20,10,0,3,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,129,0,0,Check-Out,13-05-2016
Resort Hotel,1,88,2016,December,49,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,39.9,0,1,Canceled,23-09-2016
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,100,0,0,Canceled,4/4/2016
City Hotel,1,304,2016,November,45,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,0,Transient,89,0,0,Canceled,1/2/2016
Resort Hotel,1,32,2016,April,18,30,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,93.57,0,0,Canceled,18-04-2016
City Hotel,0,82,2016,May,21,17,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9,NULL,0,Transient,149.4,0,0,Check-Out,19-05-2016
City Hotel,1,193,2016,June,26,20,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162,NULL,39,Transient,120,0,0,Canceled,18-01-2016
Resort Hotel,1,99,2016,May,22,25,0,4,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,NULL,0,Transient,109.75,0,0,Canceled,4/5/2016
Resort Hotel,1,139,2016,July,30,22,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,195,0,2,Canceled,8/3/2016
Resort Hotel,0,14,2016,December,51,14,0,2,1,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,29.8,0,1,Check-Out,16-12-2016
City Hotel,0,154,2016,February,7,12,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,62,0,1,Check-Out,15-02-2016
Resort Hotel,0,123,2016,February,9,27,1,1,2,0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,64,0,0,Check-Out,29-02-2016
City Hotel,0,74,2016,September,38,14,0,4,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,0,Check-Out,18-09-2016
Resort Hotel,0,310,2016,June,26,24,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,85.3,0,0,Check-Out,8/7/2016
Resort Hotel,0,285,2016,September,39,20,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,2,No Deposit,96,NULL,0,Transient-Party,76,0,2,Check-Out,27-09-2016
City Hotel,0,151,2016,August,32,5,1,2,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,63.75,0,0,Check-Out,8/8/2016
City Hotel,0,55,2016,September,36,3,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,123.3,0,2,Check-Out,5/9/2016
Resort Hotel,0,50,2016,November,45,4,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,1,Check-Out,########
Resort Hotel,1,99,2016,December,50,8,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,54,0,1,Canceled,2/9/2016
City Hotel,0,3,2016,October,42,15,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7,NULL,0,Transient,157.27,0,1,Check-Out,16-10-2016
City Hotel,1,159,2016,June,25,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,103.21,0,0,Canceled,########
City Hotel,0,7,2016,July,29,12,0,2,2,1,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,83,NULL,0,Transient,147.3,0,1,Check-Out,14-07-2016
Resort Hotel,0,3,2016,March,11,12,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330,NULL,0,Transient-Party,50,0,0,Check-Out,13-03-2016
City Hotel,0,5,2016,May,22,24,0,2,2,0,0,BB,ARG,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,78,0,Transient-Party,110,0,1,Check-Out,26-05-2016
City Hotel,0,176,2016,August,32,1,1,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,130.05,0,2,Check-Out,6/8/2016
City Hotel,0,192,2016,June,26,24,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34,NULL,0,Transient-Party,95,0,0,Check-Out,26-06-2016
City Hotel,1,15,2016,May,23,31,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,0,Canceled,21-05-2016
City Hotel,1,49,2016,December,49,1,0,2,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.82,0,1,Canceled,16-11-2016
City Hotel,1,131,2016,June,26,19,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115.94,0,0,Canceled,9/2/2016
City Hotel,0,101,2016,April,18,26,0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35,NULL,0,Transient-Party,98,0,0,Check-Out,27-04-2016
City Hotel,0,7,2016,October,44,27,0,1,2,1,0,BB,SVN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,160,0,2,Check-Out,28-10-2016
City Hotel,1,141,2016,May,22,23,1,4,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,116.11,0,0,Canceled,3/1/2016
City Hotel,0,74,2016,March,11,11,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,78.3,0,1,Check-Out,14-03-2016
City Hotel,0,62,2016,April,17,22,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,91.48,0,1,Check-Out,23-04-2016
City Hotel,0,115,2016,March,12,18,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,90,0,0,Check-Out,20-03-2016
City Hotel,1,58,2016,May,21,17,0,3,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,2/5/2016
City Hotel,1,386,2016,July,31,28,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,1,117,2016,February,10,29,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,44,Transient,75,0,0,Canceled,18-12-2015
City Hotel,0,70,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,NULL,0,Transient-Party,100,0,0,Check-Out,5/6/2016
City Hotel,0,175,2016,September,38,11,2,2,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,152.15,0,1,Check-Out,15-09-2016
City Hotel,0,136,2016,August,33,11,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,11,NULL,0,Transient,86.36,0,1,Check-Out,16-08-2016
City Hotel,0,215,2016,November,48,21,1,1,1,0,0,BB,CYP,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,233,0,Transient,75,0,0,Check-Out,23-11-2016
City Hotel,0,4,2016,December,51,16,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient-Party,70,0,0,Check-Out,17-12-2016
City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,NULL,39,Transient,130,0,0,Canceled,18-01-2016
City Hotel,0,51,2016,February,7,7,2,1,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,68.5,0,2,Check-Out,########
Resort Hotel,0,3,2016,March,11,9,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,55,0,0,Check-Out,########
City Hotel,0,20,2016,February,7,13,2,1,3,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,NULL,0,Transient,187,0,2,Check-Out,16-02-2016
Resort Hotel,0,2,2016,March,12,19,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,330,NULL,0,Transient-Party,65,0,0,Check-Out,20-03-2016
City Hotel,0,68,2016,April,15,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,112.2,0,1,Check-Out,13-04-2016
City Hotel,0,4,2016,July,28,5,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151,0,1,Check-Out,6/7/2016
City Hotel,1,1,2016,January,3,14,0,1,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Transient,66.7,0,0,No-Show,14-01-2016
Resort Hotel,0,146,2016,August,32,1,3,6,3,0,0,HB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,234.7,0,1,Check-Out,########
City Hotel,1,92,2016,March,13,26,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,100,0,0,Canceled,19-01-2016
City Hotel,1,121,2016,June,26,24,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,90,0,0,Canceled,3/5/2016
Resort Hotel,0,51,2016,November,46,11,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient,93,1,1,Check-Out,13-11-2016
City Hotel,0,164,2016,March,12,13,2,2,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,90,0,2,Check-Out,17-03-2016
Resort Hotel,1,200,2016,January,2,8,8,20,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,50.4,0,0,Canceled,21-09-2015
Resort Hotel,0,177,2016,May,23,29,2,5,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,126.29,0,1,Check-Out,5/6/2016
Resort Hotel,0,50,2016,June,25,18,1,1,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient-Party,78,0,0,Check-Out,20-06-2016
Resort Hotel,0,1,2016,May,19,4,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,63,0,0,Check-Out,5/5/2016
Resort Hotel,1,277,2016,June,25,12,2,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,29-03-2016
Resort Hotel,0,6,2016,April,18,28,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,56,0,0,Check-Out,29-04-2016
Resort Hotel,0,47,2016,October,43,18,0,1,2,0,0,HB,RUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368,NULL,0,Transient-Party,72,0,0,Check-Out,19-10-2016
City Hotel,0,158,2016,June,27,30,1,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient-Party,121.55,0,2,Check-Out,4/7/2016
City Hotel,0,247,2016,June,24,6,1,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,6,NULL,0,Transient-Party,115,0,0,Check-Out,8/6/2016
City Hotel,0,169,2016,July,31,24,2,1,3,0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,152.4,0,2,Check-Out,27-07-2016
City Hotel,0,97,2016,April,18,25,1,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,80.75,0,1,Check-Out,29-04-2016
City Hotel,0,21,2016,November,49,30,0,2,1,0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,76,0,0,Check-Out,########
Resort Hotel,0,10,2016,September,38,13,0,2,2,0,1,BB,USA,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,129,0,0,Check-Out,15-09-2016
Resort Hotel,0,194,2016,August,32,1,2,5,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315,NULL,0,Transient,116.1,0,1,Check-Out,8/8/2016
Resort Hotel,0,63,2016,May,23,30,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,95.6,0,1,Check-Out,4/6/2016
City Hotel,0,20,2016,January,6,31,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,66,0,0,Check-Out,3/2/2016
Resort Hotel,0,14,2016,December,50,5,1,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,84,0,0,Check-Out,########
Resort Hotel,0,334,2016,September,38,13,0,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,NULL,223,0,Transient-Party,66,0,0,Check-Out,18-09-2016
City Hotel,0,6,2016,March,12,19,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,177,0,1,Check-Out,22-03-2016
City Hotel,0,70,2016,April,15,4,1,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,96.3,0,1,Check-Out,7/4/2016
City Hotel,0,147,2016,June,24,11,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient-Party,102.3,0,0,Check-Out,14-06-2016
City Hotel,1,50,2016,March,14,29,0,1,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.1,0,2,Canceled,14-03-2016
City Hotel,1,135,2016,July,31,26,0,4,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,0,Canceled,14-03-2016
City Hotel,0,215,2016,November,48,21,1,1,1,0,0,BB,FIN,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,233,0,Transient,75,0,0,Check-Out,23-11-2016
City Hotel,0,57,2016,September,37,7,0,3,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,140.13,0,1,Check-Out,########
Resort Hotel,1,284,2016,July,29,11,4,10,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115.93,0,2,Canceled,7/4/2016
Resort Hotel,0,45,2016,November,45,4,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,82,0,0,Check-Out,########
